keyword,bucket,owner_or_reason,volume,best_peer_pos,best_peer_domain,our_gsc_imp,our_gsc_clicks,our_bing_imp,our_bing_clicks
salary calculator with bonus uk,excluded,off-niche:salary/employment,70,9,taxd.co.uk,,,,
salary calculator with pension contributions,excluded,off-niche:salary/employment,70,15,taxd.co.uk,,,,
salary home calculator,excluded,off-niche:salary/employment,70,26,taxd.co.uk,,,,
salary sacrifice take home pay calculator,excluded,off-niche:salary/employment,70,29,taxd.co.uk,,,,
savings interest tax calculator hmrc,excluded,off-niche:general-tax-calc (no property qualifier),70,48,taxd.co.uk,,,,
sdlt calculator online,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,38,uklandlordtax.co.uk,,,,
sdlt fee calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,38,uklandlordtax.co.uk,,,,
sdlt online calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,16,uklandlordtax.co.uk,,,,
second home sdlt calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,35,optimiseaccountants.co.uk,,,,
second job pay calculator,excluded,off-niche:salary/employment,70,6,taxd.co.uk,,,,
second job salary calculator,excluded,off-niche:salary/employment,70,6,taxd.co.uk,,,,
second job tax calculator monthly,excluded,off-niche:general-tax-calc (no property qualifier),70,14,taxd.co.uk,,,,
self assessment tax calculator 2024 25,excluded,off-niche:general-accountancy-calc,70,41,optimiseaccountants.co.uk,,,,
self assessment tax calculator 2024/25,excluded,off-niche:general-accountancy-calc,70,53,taxd.co.uk,,,,
self assessment tax return calculator uk,excluded,off-niche:general-accountancy-calc,70,35,optimiseaccountants.co.uk,,,,
self build mortgages uk calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",70,86,uklandlordtax.co.uk,,,,
self employed mileage calculator,deferred,trade-site:mileage,70,10,ukpropertyaccountants.co.uk,,,,
self employed salary calculator uk,excluded,off-niche:salary/employment,70,20,taxd.co.uk,,,,
self-build mortgage calculator uk,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",70,75,uklandlordtax.co.uk,,,,
self-employed mileage calculator,deferred,trade-site:mileage,70,9,ukpropertyaccountants.co.uk,,,,
self-employed salary calculator uk,excluded,off-niche:salary/employment,70,20,taxd.co.uk,,,,
simple salary calculator,excluded,off-niche:salary/employment,70,46,taxd.co.uk,,,,
small business tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),70,40,taxd.co.uk,,,,
small company tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),70,72,optimiseaccountants.co.uk,,,,
staircase mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",70,79,cruseburke.co.uk,,,,
staircasing shared ownership calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",70,97,cruseburke.co.uk,,,,
stamp duty 2025 calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,26,uklandlordtax.co.uk,,,,
stamp duty calculator after april 2025,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,17,uklandlordtax.co.uk,,,,
stamp duty calculator non resident,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,16,uklandlordtax.co.uk,,,,
stamp duty calculator non residential,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,18,uklandlordtax.co.uk,,,,
stamp duty calculator online,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,36,uklandlordtax.co.uk,,,,
stamp duty calculator scotland 2025,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,35,uklandlordtax.co.uk,,,,
stamp duty calculator uk 2026,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,16,uklandlordtax.co.uk,,,,
stamp duty in england calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,28,uklandlordtax.co.uk,,,,
stamp duty land tax calculator second home,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,29,uklandlordtax.co.uk,,,,
stamp duty online calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,35,uklandlordtax.co.uk,,,,
take home pay calculator with pension,excluded,off-niche:salary/employment,70,5,taxd.co.uk,,,,
take home pay salary sacrifice calculator,excluded,off-niche:salary/employment,70,37,taxd.co.uk,,,,
take-home pay calculator 2025 uk,excluded,off-niche:salary/employment,70,13,taxd.co.uk,,,,
tax calculator gibraltar,excluded,off-niche:general-tax-calc (no property qualifier),70,13,ukpropertyaccountants.co.uk,,,,
tax calculator with pension contribution,excluded,off-niche:general-accountancy-calc,70,56,taxd.co.uk,,,,
tax calculator with pension contributions,excluded,off-niche:general-accountancy-calc,70,66,taxd.co.uk,,,,
tax gibraltar calculator,excluded,off-niche:long-tail (class-reviewed pass 3),70,16,ukpropertyaccountants.co.uk,,,,
tax in gibraltar calculator,excluded,off-niche:long-tail (class-reviewed pass 3),70,17,ukpropertyaccountants.co.uk,,,,
tax on lottery winnings calculator,excluded,off-niche:long-tail (class-reviewed pass 3),70,18,cruseburke.co.uk,,,,
taxes on lottery winnings calculator,excluded,off-niche:long-tail (class-reviewed pass 3),70,15,cruseburke.co.uk,,,,
taxes paid by income calculator,excluded,off-niche:salary/employment,70,47,ukpropertyaccountants.co.uk,,,,
term time only pay calculator,excluded,off-niche:salary/employment,70,66,taxd.co.uk,,,,
this is money salary calculator,excluded,off-niche:salary/employment,70,40,taxd.co.uk,,,,
tmw rental calculator,assigned,calculators/rental-income-tax-calculator,70,21,uklandlordtax.co.uk,,,,
transferring property to limited company calculator,excluded,off-niche:long-tail (class-reviewed pass 3),70,11,provestor.co.uk,,,,
uk disposable income calculator,excluded,off-niche:salary/employment,70,9,taxd.co.uk,,,,
uk national insurance contributions calculator,excluded,off-niche:general-accountancy-calc,70,28,ukpropertyaccountants.co.uk,,,,
uk ni calculator,excluded,off-niche:general-accountancy-calc,70,26,ukpropertyaccountants.co.uk,,,,
uk property stamp duty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,33,ukpropertyaccountants.co.uk,,,,
uk salary calculator bonus,excluded,off-niche:salary/employment,70,8,taxd.co.uk,,,,
uk salary calculator with bonus,excluded,off-niche:salary/employment,70,8,taxd.co.uk,,,,
uk salary deductions calculator,excluded,off-niche:salary/employment,70,17,taxd.co.uk,,,,
uk stamp duty on property calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,30,uklandlordtax.co.uk,,,,
uk tax calculator 2024/25,excluded,off-niche:salary/employment,70,64,ukpropertyaccountants.co.uk,,,,
uk tax calculator monthly salary,excluded,off-niche:salary/employment,70,34,taxd.co.uk,,,,
universal credit take home pay calculator,excluded,off-niche:salary/employment,70,30,taxd.co.uk,,,,
vinted tax calculator,excluded,off-niche:marketplace/crypto,70,37,taxd.co.uk,,,,
wales land transaction tax calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,23,uklandlordtax.co.uk,,,8,0
welsh land transaction tax calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,10,uklandlordtax.co.uk,,,17,0
welsh ltt calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",70,7,uklandlordtax.co.uk,,,6,0
what is a good property yield,assigned,calculators/rental-yield-calculator,70,5,provestor.co.uk,,,,
what is a good yield on property,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],70,5,provestor.co.uk,,,,
what yield is good for property,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],70,6,provestor.co.uk,,,,
what's a good rental yield,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],70,5,provestor.co.uk,,,,
what's my salary calculator,excluded,off-niche:salary/employment,70,37,taxd.co.uk,,,,
what's my take home pay calculator,excluded,off-niche:salary/employment,70,6,taxd.co.uk,,,,
whats a good rental yield,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],70,5,provestor.co.uk,,,,
when do you start paying tax on wages calculator,excluded,off-niche:salary/employment,70,35,taxd.co.uk,,,,
which dividend tax calculator,excluded,off-niche:general-accountancy-calc,70,53,cruseburke.co.uk,,,,
wise vat calculator,excluded,off-niche:vat-general,70,43,cruseburke.co.uk,,,,
work from home tax relief calculator,excluded,off-niche:long-tail (class-reviewed pass 3),70,18,taxd.co.uk,,,,
work out property yield,assigned,calculators/rental-yield-calculator,70,14,landlordstudio.com,,,,
work out yield on property,assigned,calculators/rental-yield-calculator,70,14,landlordstudio.com,,,,
working from home tax relief calculator,excluded,off-niche:long-tail (class-reviewed pass 3),70,17,taxd.co.uk,,,,
working out tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),70,37,taxd.co.uk,,,,
xero gp calculator,excluded,off-niche:personal/other,70,24,cruseburke.co.uk,,,,
best rental yield in london,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],50,49,provestor.co.uk,,,,
best rental yield london,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],50,46,provestor.co.uk,,,,
best rental yields in london,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],50,37,provestor.co.uk,,,,
best rental yields london,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],50,51,provestor.co.uk,,,,
buy to let calculator interest only,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,,,,
buy to let expenses calculator,assigned,calculators/buy-to-let-mortgage-calculator,50,16,uklandlordtax.co.uk,14,0,,
buy to let income tax calculator,assigned,calculators/buy-to-let-mortgage-calculator,50,8,landlordstudio.com,,,,
buy to let interest only calculator,assigned,calculators/buy-to-let-mortgage-calculator,50,1,uklandlordtax.co.uk,2,0,,
buy to let mortgage calculator limited company,assigned,calculators/buy-to-let-mortgage-calculator,50,4,uklandlordtax.co.uk,,,,
buy to let mortgage calculator monthly payments,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,1,0,,
buy to let mortgage calculator scotland,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,,,,
buy to let mortgage for limited company calculator,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,,,,
buy to let mortgage monthly payment calculator,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,4,0,,
buy to let rental income tax calculator,assigned,calculators/rental-income-tax-calculator,50,9,landlordstudio.com,,,,
buy to let rental yields,assigned,calculators/rental-yield-calculator,50,41,provestor.co.uk,,,,
buy to let yields,assigned,calculators/rental-yield-calculator,50,42,provestor.co.uk,,,,
buy to sell mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",50,69,uklandlordtax.co.uk,,,,
buy to-let mortgage calculator monthly payments,assigned,calculators/buy-to-let-mortgage-calculator,50,1,uklandlordtax.co.uk,,,,
buy to-let mortgage monthly payment calculator,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,,,,
buy-to let mortgage calculator monthly payments,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,,,,
buy-to let rental income tax calculator,assigned,calculators/rental-income-tax-calculator,50,9,landlordstudio.com,,,,
buy-to sell mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",50,50,uklandlordtax.co.uk,,,,
buy-to-let mortgage calculator monthly payments,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,,,,
buy-to-let mortgage calculator scotland,assigned,calculators/buy-to-let-mortgage-calculator,50,2,uklandlordtax.co.uk,,,,
buy-to-let rental income tax calculator,assigned,calculators/rental-income-tax-calculator,50,8,landlordstudio.com,,,,
buy-to-let yield,assigned,calculators/rental-yield-calculator,50,56,provestor.co.uk,,,,
buy-to-let yields,assigned,calculators/rental-yield-calculator,50,56,provestor.co.uk,,,,
calculator for gross income,excluded,off-niche:salary/employment,50,29,taxd.co.uk,,,,
calculator for withholding tax,excluded,off-niche:long-tail (class-reviewed pass 3),50,20,taxd.co.uk,,,,
calculator gross income,excluded,off-niche:salary/employment,50,36,taxd.co.uk,,,,
calculator income tax refund,excluded,off-niche:refund/expat-employment,50,10,taxd.co.uk,,,,
calculator tax withheld,excluded,off-niche:general-tax-calc (no property qualifier),50,6,taxd.co.uk,,,,
capital allowances on cars calculator,excluded,off-niche:long-tail (class-reviewed pass 3),50,8,taxd.co.uk,,,,
chargeable gain calculator hmrc,excluded,off-niche:long-tail (class-reviewed pass 3),50,38,ukpropertyaccountants.co.uk,,,,
commercial yield calculator,assigned,calculators/rental-yield-calculator,50,29,landlordstudio.com,,,,
commission salary calculator,excluded,off-niche:salary/employment,50,53,taxd.co.uk,,,,
consumer buy to let mortgage calculator,assigned,calculators/buy-to-let-mortgage-calculator,50,11,uklandlordtax.co.uk,4,0,,
consumer buy-to-let mortgage calculator,assigned,calculators/buy-to-let-mortgage-calculator,50,5,uklandlordtax.co.uk,,,,
death duty calculator,excluded,off-niche:long-tail (class-reviewed pass 3),50,33,cruseburke.co.uk,,,,
deductions from salary calculator,excluded,off-niche:salary/employment,50,29,taxd.co.uk,,,,
director dividend tax calculator,excluded,off-niche:general-accountancy-calc,50,92,cruseburke.co.uk,,,,
director national insurance calculator,excluded,off-niche:general-accountancy-calc,50,58,ukpropertyaccountants.co.uk,,,,
directors dividend tax calculator,excluded,off-niche:general-accountancy-calc,50,82,cruseburke.co.uk,,,,
directors national insurance calculator,excluded,off-niche:general-accountancy-calc,50,40,ukpropertyaccountants.co.uk,,,,
dividend tax rates calculator,excluded,off-niche:general-accountancy-calc,50,41,cruseburke.co.uk,,,,
eis calculator,excluded,off-niche:long-tail (class-reviewed pass 3),50,54,cruseburke.co.uk,,,,
eis tax relief calculator,excluded,off-niche:long-tail (class-reviewed pass 3),50,68,cruseburke.co.uk,,,,
employee ni contributions calculator,excluded,off-niche:general-accountancy-calc,50,40,ukpropertyaccountants.co.uk,,,,
employer ni calculator uk,excluded,off-niche:general-accountancy-calc,50,33,ukpropertyaccountants.co.uk,,,,
employers national insurance calculator 2025 26,excluded,off-niche:general-accountancy-calc,50,51,ukpropertyaccountants.co.uk,,,,
er nic calculator,excluded,off-niche:salary/employment,50,50,ukpropertyaccountants.co.uk,,,,
ers nic calculator,excluded,off-niche:salary/employment,50,31,ukpropertyaccountants.co.uk,,,,
estimated tax return calculator,excluded,off-niche:refund/expat-employment,50,69,optimiseaccountants.co.uk,,,,
federal tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),50,36,optimiseaccountants.co.uk,,,,
federal taxes calculator,excluded,off-niche:long-tail (class-reviewed pass 3),50,42,optimiseaccountants.co.uk,,,,
final paycheck calculator uk,excluded,off-niche:salary/employment,50,50,taxd.co.uk,,,,
foreign income tax calculator,excluded,off-niche:salary/employment,50,2,taxd.co.uk,,,,
good rental yield,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],50,5,provestor.co.uk,,,1,0
good rental yield london,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],50,40,provestor.co.uk,,,,
gov tax rebate calculator,excluded,off-niche:refund/expat-employment,50,19,taxd.co.uk,,,,
gov tax refund calculator,excluded,off-niche:refund/expat-employment,50,21,taxd.co.uk,,,,
gov uk tax rebate calculator,excluded,off-niche:refund/expat-employment,50,24,taxd.co.uk,,,,
gov uk tax refund calculator,excluded,off-niche:refund/expat-employment,50,19,taxd.co.uk,,,,
