Case_type,Region,Representation,Quarter,Number_of_disposals,Mean_duration,Median_duration
Children Act (Public),Midlands,All types,2020-Q4,735,41.000000,35.300000000
Children Act (Public),National Business Centres,1 Both,2020-Q4,1,20.600000,20.600000000
Children Act (Public),National Business Centres,All types,2020-Q4,1,20.600000,20.600000000
Children Act (Public),North East,1 Both,2020-Q4,577,40.300000,36.700000000
Children Act (Public),North East,2 Applicant Only,2020-Q4,185,16.900000,12.100000000
Children Act (Public),North East,3 Respondent Only,2020-Q4,7,33.000000,21.400000000
Children Act (Public),North East,4 Neither,2020-Q4,4,15.500000,2.100000000
Children Act (Public),North East,All types,2020-Q4,773,34.500000,32.100000000
Children Act (Public),North West,1 Both,2020-Q4,439,41.300000,37.000000000
Children Act (Public),North West,2 Applicant Only,2020-Q4,156,17.500000,12.300000000
Children Act (Public),North West,3 Respondent Only,2020-Q4,3,64.800000,58.900000000
Children Act (Public),North West,4 Neither,2020-Q4,5,17.600000,13.000000000
Children Act (Public),North West,All types,2020-Q4,603,35.100000,31.000000000
Children Act (Public),Not Specified,2 Applicant Only,2020-Q4,7,3.600000,3.300000000
Children Act (Public),Not Specified,All types,2020-Q4,7,3.600000,3.300000000
Children Act (Public),South East,1 Both,2020-Q4,464,40.000000,37.200000000
Children Act (Public),South East,2 Applicant Only,2020-Q4,90,18.700000,13.100000000
Children Act (Public),South East,3 Respondent Only,2020-Q4,3,31.400000,26.100000000
Children Act (Public),South East,4 Neither,2020-Q4,11,10.400000,0.900000000
Children Act (Public),South East,All types,2020-Q4,568,36.000000,34.000000000
Children Act (Public),South West,1 Both,2020-Q4,387,35.400000,30.400000000
Children Act (Public),South West,2 Applicant Only,2020-Q4,62,13.100000,11.400000000
Children Act (Public),South West,4 Neither,2020-Q4,4,21.100000,8.600000000
Children Act (Public),South West,All types,2020-Q4,453,32.200000,25.600000000
Children Act (Public),Wales,1 Both,2020-Q4,217,33.100000,26.300000000
Children Act (Public),Wales,2 Applicant Only,2020-Q4,58,19.600000,15.500000000
Children Act (Public),Wales,3 Respondent Only,2020-Q4,6,27.800000,26.500000000
Children Act (Public),Wales,4 Neither,2020-Q4,4,15.600000,4.000000000
Children Act (Public),Wales,All types,2020-Q4,285,30.000000,25.400000000
Children Act (Public),England & Wales,1 Both,2021-Q1,3007,42.500000,37.900000000
Children Act (Public),England & Wales,2 Applicant Only,2021-Q1,784,18.800000,14.100000000
Children Act (Public),England & Wales,3 Respondent Only,2021-Q1,31,44.300000,27.100000000
Children Act (Public),England & Wales,4 Neither,2021-Q1,30,20.500000,14.000000000
Children Act (Public),England & Wales,All types,2021-Q1,3852,37.500000,33.600000000
Children Act (Public),London,1 Both,2021-Q1,292,47.600000,42.700000000
Children Act (Public),London,2 Applicant Only,2021-Q1,69,29.000000,27.300000000
Children Act (Public),London,3 Respondent Only,2021-Q1,7,20.200000,17.700000000
Children Act (Public),London,4 Neither,2021-Q1,6,25.100000,13.900000000
Children Act (Public),London,All types,2021-Q1,374,43.300000,39.900000000
Children Act (Public),Midlands,1 Both,2021-Q1,572,49.900000,44.100000000
Children Act (Public),Midlands,2 Applicant Only,2021-Q1,118,20.600000,15.700000000
Children Act (Public),Midlands,3 Respondent Only,2021-Q1,2,57.900000,57.900000000
Children Act (Public),Midlands,4 Neither,2021-Q1,1,7.600000,7.600000000
Children Act (Public),Midlands,All types,2021-Q1,693,44.800000,39.900000000
Children Act (Public),National Business Centres,1 Both,2021-Q1,1,27.600000,27.600000000
Children Act (Public),National Business Centres,All types,2021-Q1,1,27.600000,27.600000000
Children Act (Public),North East,1 Both,2021-Q1,652,39.300000,35.700000000
Children Act (Public),North East,2 Applicant Only,2021-Q1,188,17.600000,12.700000000
Children Act (Public),North East,3 Respondent Only,2021-Q1,7,52.600000,36.700000000
Children Act (Public),North East,4 Neither,2021-Q1,9,19.200000,22.100000000
Children Act (Public),North East,All types,2021-Q1,856,34.400000,31.900000000
Children Act (Public),North West,1 Both,2021-Q1,473,43.000000,40.000000000
Children Act (Public),North West,2 Applicant Only,2021-Q1,137,21.000000,14.600000000
Children Act (Public),North West,3 Respondent Only,2021-Q1,1,1.000000,1.000000000
Children Act (Public),North West,4 Neither,2021-Q1,3,32.000000,33.700000000
Children Act (Public),North West,All types,2021-Q1,614,38.000000,36.100000000
Children Act (Public),Not Specified,2 Applicant Only,2021-Q1,55,11.800000,10.700000000
Children Act (Public),Not Specified,All types,2021-Q1,55,11.800000,10.700000000
Children Act (Public),South East,1 Both,2021-Q1,451,42.300000,38.400000000
Children Act (Public),South East,2 Applicant Only,2021-Q1,86,19.600000,17.000000000
Children Act (Public),South East,3 Respondent Only,2021-Q1,2,5.800000,5.800000000
Children Act (Public),South East,4 Neither,2021-Q1,7,20.100000,8.700000000
Children Act (Public),South East,All types,2021-Q1,546,38.300000,35.400000000
Children Act (Public),South West,1 Both,2021-Q1,363,36.800000,32.700000000
Children Act (Public),South West,2 Applicant Only,2021-Q1,63,13.300000,7.100000000
Children Act (Public),South West,3 Respondent Only,2021-Q1,5,32.400000,25.000000000
Children Act (Public),South West,All types,2021-Q1,431,33.300000,29.600000000
Children Act (Public),Wales,1 Both,2021-Q1,203,33.900000,29.000000000
Children Act (Public),Wales,2 Applicant Only,2021-Q1,68,13.900000,11.700000000
Children Act (Public),Wales,3 Respondent Only,2021-Q1,7,81.800000,24.100000000
Children Act (Public),Wales,4 Neither,2021-Q1,4,11.600000,13.800000000
Children Act (Public),Wales,All types,2021-Q1,282,30.000000,25.500000000
Children Act (Public),England & Wales,1 Both,2021-Q2,2835,43.600000,39.100000000
Children Act (Public),England & Wales,2 Applicant Only,2021-Q2,863,19.300000,14.600000000
Children Act (Public),England & Wales,3 Respondent Only,2021-Q2,50,30.700000,29.900000000
Children Act (Public),England & Wales,4 Neither,2021-Q2,39,17.600000,16.300000000
Children Act (Public),England & Wales,All types,2021-Q2,3787,37.600000,34.000000000
Children Act (Public),London,1 Both,2021-Q2,277,49.700000,45.100000000
Children Act (Public),London,2 Applicant Only,2021-Q2,61,31.800000,28.700000000
Children Act (Public),London,3 Respondent Only,2021-Q2,21,28.900000,28.900000000
Children Act (Public),London,4 Neither,2021-Q2,17,21.500000,20.000000000
Children Act (Public),London,All types,2021-Q2,376,44.300000,40.900000000
Children Act (Public),Midlands,1 Both,2021-Q2,510,48.800000,41.500000000
Children Act (Public),Midlands,2 Applicant Only,2021-Q2,143,21.500000,14.400000000
Children Act (Public),Midlands,3 Respondent Only,2021-Q2,3,46.300000,37.300000000
Children Act (Public),Midlands,4 Neither,2021-Q2,2,13.700000,13.700000000
Children Act (Public),Midlands,All types,2021-Q2,658,42.700000,38.800000000
Children Act (Public),North East,1 Both,2021-Q2,604,39.900000,35.600000000
Children Act (Public),North East,2 Applicant Only,2021-Q2,151,18.100000,13.300000000
Children Act (Public),North East,3 Respondent Only,2021-Q2,8,33.100000,33.200000000
Children Act (Public),North East,4 Neither,2021-Q2,4,4.800000,4.800000000
Children Act (Public),North East,All types,2021-Q2,767,35.400000,32.100000000
Children Act (Public),North West,1 Both,2021-Q2,455,47.600000,43.700000000
Children Act (Public),North West,2 Applicant Only,2021-Q2,142,18.000000,12.900000000
Children Act (Public),North West,3 Respondent Only,2021-Q2,2,54.700000,54.700000000
Children Act (Public),North West,4 Neither,2021-Q2,6,25.800000,23.300000000
Children Act (Public),North West,All types,2021-Q2,605,40.400000,37.900000000
Children Act (Public),Not Specified,1 Both,2021-Q2,4,10.000000,7.300000000
Children Act (Public),Not Specified,2 Applicant Only,2021-Q2,134,19.800000,20.700000000
Children Act (Public),Not Specified,All types,2021-Q2,138,19.500000,20.500000000
Children Act (Public),South East,1 Both,2021-Q2,477,44.800000,42.000000000
Children Act (Public),South East,2 Applicant Only,2021-Q2,107,21.600000,17.100000000
Children Act (Public),South East,3 Respondent Only,2021-Q2,8,18.900000,0.100000000
Children Act (Public),South East,4 Neither,2021-Q2,3,3.800000,0.000000000
Children Act (Public),South East,All types,2021-Q2,595,40.100000,39.000000000
Children Act (Public),South West,1 Both,2021-Q2,334,35.700000,32.000000000
Children Act (Public),South West,2 Applicant Only,2021-Q2,73,10.400000,7.300000000
Children Act (Public),South West,3 Respondent Only,2021-Q2,4,23.400000,24.600000000
Children Act (Public),South West,4 Neither,2021-Q2,2,22.700000,22.700000000
Children Act (Public),South West,All types,2021-Q2,413,31.000000,27.000000000
Children Act (Public),Wales,1 Both,2021-Q2,174,34.300000,29.100000000
Children Act (Public),Wales,2 Applicant Only,2021-Q2,52,11.600000,7.600000000
Children Act (Public),Wales,3 Respondent Only,2021-Q2,4,43.000000,36.400000000
Children Act (Public),Wales,4 Neither,2021-Q2,5,12.800000,9.100000000
Children Act (Public),Wales,All types,2021-Q2,235,29.000000,26.000000000
Children Act (Public),England & Wales,1 Both,2021-Q3,2622,43.800000,39.000000000
Children Act (Public),England & Wales,2 Applicant Only,2021-Q3,907,19.800000,15.400000000
Children Act (Public),England & Wales,3 Respondent Only,2021-Q3,39,36.500000,32.900000000
Children Act (Public),England & Wales,4 Neither,2021-Q3,45,16.200000,13.100000000
Children Act (Public),England & Wales,All types,2021-Q3,3613,37.300000,32.900000000
Children Act (Public),London,1 Both,2021-Q3,269,50.100000,46.400000000
Children Act (Public),London,2 Applicant Only,2021-Q3,66,31.700000,24.000000000
Children Act (Public),London,3 Respondent Only,2021-Q3,22,36.200000,32.400000000
Children Act (Public),London,4 Neither,2021-Q3,9,26.300000,26.000000000
Children Act (Public),London,All types,2021-Q3,366,45.400000,41.000000000
Children Act (Public),Midlands,1 Both,2021-Q3,535,51.500000,46.300000000
Children Act (Public),Midlands,2 Applicant Only,2021-Q3,152,19.700000,12.700000000
Children Act (Public),Midlands,3 Respondent Only,2021-Q3,2,85.000000,85.000000000
Children Act (Public),Midlands,4 Neither,2021-Q3,3,24.300000,28.000000000
Children Act (Public),Midlands,All types,2021-Q3,692,44.500000,40.900000000
Children Act (Public),North East,1 Both,2021-Q3,512,39.600000,34.400000000
Children Act (Public),North East,2 Applicant Only,2021-Q3,158,16.300000,10.300000000
Children Act (Public),North East,3 Respondent Only,2021-Q3,4,29.000000,21.800000000
Children Act (Public),North East,4 Neither,2021-Q3,6,9.300000,10.500000000
Children Act (Public),North East,All types,2021-Q3,680,33.900000,29.900000000
Children Act (Public),North West,1 Both,2021-Q3,376,46.300000,41.200000000
Children Act (Public),North West,2 Applicant Only,2021-Q3,127,17.900000,12.600000000
Children Act (Public),North West,4 Neither,2021-Q3,4,27.500000,26.200000000
Children Act (Public),North West,All types,2021-Q3,507,39.000000,35.700000000
Children Act (Public),Not Specified,1 Both,2021-Q3,44,15.700000,15.000000000
Children Act (Public),Not Specified,2 Applicant Only,2021-Q3,188,23.100000,23.800000000
Children Act (Public),Not Specified,All types,2021-Q3,232,21.700000,22.100000000
Children Act (Public),South East,1 Both,2021-Q3,400,46.000000,42.800000000
Children Act (Public),South East,2 Applicant Only,2021-Q3,117,18.800000,13.900000000
Children Act (Public),South East,3 Respondent Only,2021-Q3,7,25.400000,21.900000000
Children Act (Public),South East,4 Neither,2021-Q3,12,12.100000,0.100000000
Children Act (Public),South East,All types,2021-Q3,536,39.100000,35.100000000
Children Act (Public),South West,1 Both,2021-Q3,319,35.600000,30.100000000
Children Act (Public),South West,2 Applicant Only,2021-Q3,49,14.300000,6.700000000
Children Act (Public),South West,3 Respondent Only,2021-Q3,2,43.000000,43.000000000
Children Act (Public),South West,4 Neither,2021-Q3,1,1.600000,1.600000000
Children Act (Public),South West,All types,2021-Q3,371,32.800000,27.100000000
Children Act (Public),Wales,1 Both,2021-Q3,167,33.200000,28.400000000
Children Act (Public),Wales,2 Applicant Only,2021-Q3,50,15.600000,12.000000000
Children Act (Public),Wales,3 Respondent Only,2021-Q3,2,37.800000,37.800000000
Children Act (Public),Wales,4 Neither,2021-Q3,10,10.900000,10.800000000
Children Act (Public),Wales,All types,2021-Q3,229,28.500000,25.700000000
Children Act (Public),England & Wales,1 Both,2021-Q4,2752,44.500000,39.600000000
Children Act (Public),England & Wales,2 Applicant Only,2021-Q4,864,21.800000,16.900000000
Children Act (Public),England & Wales,3 Respondent Only,2021-Q4,36,35.800000,35.900000000
Children Act (Public),England & Wales,4 Neither,2021-Q4,53,27.800000,19.400000000
Children Act (Public),England & Wales,All types,2021-Q4,3705,38.900000,33.900000000
Children Act (Public),London,1 Both,2021-Q4,253,53.300000,52.000000000
Children Act (Public),London,2 Applicant Only,2021-Q4,72,27.500000,24.000000000
Children Act (Public),London,3 Respondent Only,2021-Q4,16,42.200000,45.300000000
Children Act (Public),London,4 Neither,2021-Q4,9,34.300000,41.100000000
Children Act (Public),London,All types,2021-Q4,350,47.000000,45.200000000
Children Act (Public),Midlands,1 Both,2021-Q4,551,54.600000,51.400000000
Children Act (Public),Midlands,2 Applicant Only,2021-Q4,142,20.000000,14.000000000
Children Act (Public),Midlands,3 Respondent Only,2021-Q4,4,41.600000,41.100000000
Children Act (Public),Midlands,4 Neither,2021-Q4,6,17.900000,20.400000000
Children Act (Public),Midlands,All types,2021-Q4,703,47.200000,44.700000000
Children Act (Public),North East,1 Both,2021-Q4,505,41.000000,35.700000000
Children Act (Public),North East,2 Applicant Only,2021-Q4,153,19.000000,12.600000000
Children Act (Public),North East,3 Respondent Only,2021-Q4,6,32.000000,29.900000000
Children Act (Public),North East,4 Neither,2021-Q4,7,22.800000,17.400000000
Children Act (Public),North East,All types,2021-Q4,671,35.700000,31.600000000
Children Act (Public),North West,1 Both,2021-Q4,393,47.900000,44.900000000
Children Act (Public),North West,2 Applicant Only,2021-Q4,128,17.900000,13.700000000
Children Act (Public),North West,4 Neither,2021-Q4,7,30.800000,18.600000000
Children Act (Public),North West,All types,2021-Q4,528,40.400000,38.100000000
Children Act (Public),Not Specified,1 Both,2021-Q4,156,23.700000,23.400000000
Children Act (Public),Not Specified,2 Applicant Only,2021-Q4,159,31.800000,30.300000000
Children Act (Public),Not Specified,All types,2021-Q4,315,27.800000,25.300000000
Children Act (Public),South East,1 Both,2021-Q4,457,45.400000,41.100000000
Children Act (Public),South East,2 Applicant Only,2021-Q4,89,26.300000,20.400000000
Children Act (Public),South East,3 Respondent Only,2021-Q4,4,18.900000,8.500000000
Children Act (Public),South East,4 Neither,2021-Q4,10,42.100000,38.900000000
Children Act (Public),South East,All types,2021-Q4,560,42.100000,38.200000000
Children Act (Public),South West,1 Both,2021-Q4,323,34.000000,29.900000000
Children Act (Public),South West,2 Applicant Only,2021-Q4,79,10.300000,6.300000000
Children Act (Public),South West,4 Neither,2021-Q4,4,35.900000,10.900000000
Children Act (Public),South West,All types,2021-Q4,406,29.400000,26.000000000
Children Act (Public),Wales,1 Both,2021-Q4,114,34.800000,30.200000000
Children Act (Public),Wales,2 Applicant Only,2021-Q4,42,13.800000,8.500000000
Children Act (Public),Wales,3 Respondent Only,2021-Q4,6,29.900000,29.600000000
Children Act (Public),Wales,4 Neither,2021-Q4,10,11.700000,7.000000000
Children Act (Public),Wales,All types,2021-Q4,172,28.200000,25.100000000
Children Act (Public),England & Wales,1 Both,2022-Q1,2691,43.700000,38.400000000
Children Act (Public),England & Wales,2 Applicant Only,2022-Q1,850,21.700000,15.700000000
Children Act (Public),England & Wales,3 Respondent Only,2022-Q1,38,51.600000,49.700000000
Children Act (Public),England & Wales,4 Neither,2022-Q1,40,29.200000,24.500000000
Children Act (Public),England & Wales,All types,2022-Q1,3619,38.400000,34.300000000
Children Act (Public),London,1 Both,2022-Q1,233,49.800000,45.600000000
Children Act (Public),London,2 Applicant Only,2022-Q1,80,24.700000,24.800000000
