case_type,region,representation,quarter,number_of_cases,mean_duration,median_duration
Domestic Violence,North West,2 Applicant Only,2015-Q1,344,0.1,0
Domestic Violence,North West,2 Applicant Only,2015-Q2,336,0.4,0
Domestic Violence,North West,2 Applicant Only,2015-Q3,352,0.1,0
Domestic Violence,North West,2 Applicant Only,2015-Q4,369,0.1,0
Domestic Violence,North West,2 Applicant Only,2016-Q1,330,0.1,0
Domestic Violence,North West,2 Applicant Only,2016-Q2,375,0.4,0
Domestic Violence,North West,2 Applicant Only,2016-Q3,342,0.1,0
Domestic Violence,North West,2 Applicant Only,2016-Q4,375,0.1,0
Domestic Violence,North West,2 Applicant Only,2017-Q1,390,0.9,0
Domestic Violence,North West,2 Applicant Only,2017-Q2,382,0.3,0
Domestic Violence,North West,2 Applicant Only,2017-Q3,403,0.1,0
Domestic Violence,North West,2 Applicant Only,2017-Q4,385,1.1,0
Domestic Violence,North West,2 Applicant Only,2018-Q1,339,0.1,0
Domestic Violence,North West,2 Applicant Only,2018-Q2,353,0.3,0
Domestic Violence,North West,2 Applicant Only,2018-Q3,343,0.3,0
Domestic Violence,North West,2 Applicant Only,2018-Q4,327,0.3,0
Domestic Violence,North West,2 Applicant Only,2019-Q1,414,0.3,0
Domestic Violence,North West,2 Applicant Only,2019-Q2,393,0.3,0
Domestic Violence,North West,2 Applicant Only,2019-Q3,437,0.3,0
Domestic Violence,North West,2 Applicant Only,2019-Q4,409,0.1,0
Domestic Violence,North West,2 Applicant Only,2020-Q1,468,0.3,0
Domestic Violence,North West,2 Applicant Only,2020-Q2,611,0.3,0
Domestic Violence,North West,2 Applicant Only,2020-Q3,613,0.3,0
Domestic Violence,North West,2 Applicant Only,2020-Q4,627,0.4,0
Domestic Violence,North West,2 Applicant Only,2021-Q1,638,0.3,0
Domestic Violence,North West,2 Applicant Only,2021-Q2,572,0.3,0
Domestic Violence,North West,2 Applicant Only,2021-Q3,669,0.3,0
Domestic Violence,North West,2 Applicant Only,2021-Q4,613,0.4,0
Domestic Violence,North West,2 Applicant Only,2022-Q1,607,0.4,0
Domestic Violence,North West,2 Applicant Only,2022-Q2,613,0.6,0
Domestic Violence,North West,2 Applicant Only,2022-Q3,597,0.6,0
Domestic Violence,North West,2 Applicant Only,2022-Q4,586,0.6,0
Domestic Violence,North West,2 Applicant Only,2023-Q1,579,0.7,0
Domestic Violence,North West,2 Applicant Only,2023-Q2,550,0.6,0
Domestic Violence,North West,2 Applicant Only,2023-Q3,555,0.7,0.1
Domestic Violence,North West,2 Applicant Only,2023-Q4,490,0.7,0.1
Domestic Violence,North West,2 Applicant Only,2024-Q1,557,1,0.3
Domestic Violence,North West,2 Applicant Only,2024-Q2,616,1,0.1
Domestic Violence,North West,2 Applicant Only,2024-Q3,562,0.7,0.1
Domestic Violence,North West,2 Applicant Only,2024-Q4,559,0.9,0.1
Domestic Violence,North West,2 Applicant Only,2025-Q1,542,1,0.1
Domestic Violence,North West,2 Applicant Only,2025-Q2,515,1.3,0.6
Domestic Violence,North West,2 Applicant Only,2025-Q3,571,1.6,0.6
Domestic Violence,North West,2 Applicant Only,2025-Q4,501,1.6,1
Domestic Violence,North West,3 Respondent Only,2011-Q1,4,0.4,0
Domestic Violence,North West,3 Respondent Only,2011-Q2,5,1.7,0
Domestic Violence,North West,3 Respondent Only,2011-Q3,7,0.4,0
Domestic Violence,North West,3 Respondent Only,2011-Q4,5,0.7,0.3
Domestic Violence,North West,3 Respondent Only,2012-Q1,4,0.6,0
Domestic Violence,North West,3 Respondent Only,2012-Q2,6,0.9,0
Domestic Violence,North West,3 Respondent Only,2012-Q3,4,0,0
Domestic Violence,North West,3 Respondent Only,2012-Q4,3,0,0
Domestic Violence,North West,3 Respondent Only,2013-Q1,5,0.6,0
Domestic Violence,North West,3 Respondent Only,2013-Q2,7,0,0
Domestic Violence,North West,3 Respondent Only,2013-Q3,11,0,0
Domestic Violence,North West,3 Respondent Only,2013-Q4,12,1.4,0.1
Domestic Violence,North West,3 Respondent Only,2014-Q1,8,1.4,0
Domestic Violence,North West,3 Respondent Only,2014-Q2,9,0.1,0
Domestic Violence,North West,3 Respondent Only,2014-Q3,9,0,0
Domestic Violence,North West,3 Respondent Only,2014-Q4,10,0,0
Domestic Violence,North West,3 Respondent Only,2015-Q1,7,0.7,0.3
Domestic Violence,North West,3 Respondent Only,2015-Q2,8,0,0
Domestic Violence,North West,3 Respondent Only,2015-Q3,16,0.4,0.1
Domestic Violence,North West,3 Respondent Only,2015-Q4,7,3,0
Domestic Violence,North West,3 Respondent Only,2016-Q1,6,0.1,0
Domestic Violence,North West,3 Respondent Only,2016-Q2,9,0.1,0
Domestic Violence,North West,3 Respondent Only,2016-Q3,15,0.1,0
Domestic Violence,North West,3 Respondent Only,2016-Q4,10,1.1,0
Domestic Violence,North West,3 Respondent Only,2017-Q1,12,1.3,0.3
Domestic Violence,North West,3 Respondent Only,2017-Q2,9,0.4,0
Domestic Violence,North West,3 Respondent Only,2017-Q3,20,0.4,0
Domestic Violence,North West,3 Respondent Only,2017-Q4,18,0.1,0
Domestic Violence,North West,3 Respondent Only,2018-Q1,13,0.3,0
Domestic Violence,North West,3 Respondent Only,2018-Q2,8,0.1,0
Domestic Violence,North West,3 Respondent Only,2018-Q3,12,2.1,0
Domestic Violence,North West,3 Respondent Only,2018-Q4,18,0.1,0
Domestic Violence,North West,3 Respondent Only,2019-Q1,18,0,0
Domestic Violence,North West,3 Respondent Only,2019-Q2,15,0.7,0
Domestic Violence,North West,3 Respondent Only,2019-Q3,30,0.6,0
Domestic Violence,North West,3 Respondent Only,2019-Q4,15,0.4,0
Domestic Violence,North West,3 Respondent Only,2020-Q1,17,0.1,0
Domestic Violence,North West,3 Respondent Only,2020-Q2,24,0.4,0.1
Domestic Violence,North West,3 Respondent Only,2020-Q3,32,0.4,0
Domestic Violence,North West,3 Respondent Only,2020-Q4,24,0.3,0
Domestic Violence,North West,3 Respondent Only,2021-Q1,31,0.9,0
Domestic Violence,North West,3 Respondent Only,2021-Q2,36,0.4,0
Domestic Violence,North West,3 Respondent Only,2021-Q3,26,0.6,0
Domestic Violence,North West,3 Respondent Only,2021-Q4,21,0.6,0.1
Domestic Violence,North West,3 Respondent Only,2022-Q1,38,1,0.1
Domestic Violence,North West,3 Respondent Only,2022-Q2,34,0.7,0
Domestic Violence,North West,3 Respondent Only,2022-Q3,28,0.3,0
Domestic Violence,North West,3 Respondent Only,2022-Q4,32,0.6,0
Domestic Violence,North West,3 Respondent Only,2023-Q1,44,0.9,0.1
Domestic Violence,North West,3 Respondent Only,2023-Q2,34,0.6,0.4
Domestic Violence,North West,3 Respondent Only,2023-Q3,40,0.7,0.1
Domestic Violence,North West,3 Respondent Only,2023-Q4,33,1.4,0.3
Domestic Violence,North West,3 Respondent Only,2024-Q1,30,0.6,0.1
Domestic Violence,North West,3 Respondent Only,2024-Q2,44,0.7,0.1
Domestic Violence,North West,3 Respondent Only,2024-Q3,30,0.6,0.4
Domestic Violence,North West,3 Respondent Only,2024-Q4,28,1.1,0.8
Domestic Violence,North West,3 Respondent Only,2025-Q1,48,1.9,0.5
Domestic Violence,North West,3 Respondent Only,2025-Q2,33,0.7,0
Domestic Violence,North West,3 Respondent Only,2025-Q3,37,1.4,0.6
Domestic Violence,North West,3 Respondent Only,2025-Q4,39,0.9,0.4
Domestic Violence,North West,4 Neither,2011-Q1,19,0.1,0
Domestic Violence,North West,4 Neither,2011-Q2,16,0.4,0.1
Domestic Violence,North West,4 Neither,2011-Q3,19,0.9,0
Domestic Violence,North West,4 Neither,2011-Q4,21,0.3,0
Domestic Violence,North West,4 Neither,2012-Q1,27,1.7,0
Domestic Violence,North West,4 Neither,2012-Q2,25,0.4,0
Domestic Violence,North West,4 Neither,2012-Q3,31,0.4,0
Domestic Violence,North West,4 Neither,2012-Q4,22,1.1,0
Domestic Violence,North West,4 Neither,2013-Q1,26,0.1,0
Domestic Violence,North West,4 Neither,2013-Q2,28,0.1,0
Domestic Violence,North West,4 Neither,2013-Q3,53,1.1,0
Domestic Violence,North West,4 Neither,2013-Q4,57,0.3,0
Domestic Violence,North West,4 Neither,2014-Q1,68,0.3,0
Domestic Violence,North West,4 Neither,2014-Q2,73,1.3,0
Domestic Violence,North West,4 Neither,2014-Q3,72,0.1,0
Domestic Violence,North West,4 Neither,2014-Q4,72,0.1,0
Domestic Violence,North West,4 Neither,2015-Q1,65,0.4,0
Domestic Violence,North West,4 Neither,2015-Q2,78,0.3,0
Domestic Violence,North West,4 Neither,2015-Q3,80,0.4,0
Domestic Violence,North West,4 Neither,2015-Q4,86,0.4,0
Domestic Violence,North West,4 Neither,2016-Q1,93,0.3,0
Domestic Violence,North West,4 Neither,2016-Q2,99,0.6,0
Domestic Violence,North West,4 Neither,2016-Q3,135,1.3,0
Domestic Violence,North West,4 Neither,2016-Q4,121,0.3,0
Domestic Violence,North West,4 Neither,2017-Q1,163,0.3,0
Domestic Violence,North West,4 Neither,2017-Q2,133,0.3,0
Domestic Violence,North West,4 Neither,2017-Q3,172,0.4,0
Domestic Violence,North West,4 Neither,2017-Q4,141,0.6,0
Domestic Violence,North West,4 Neither,2018-Q1,158,0.3,0
Domestic Violence,North West,4 Neither,2018-Q2,164,0.4,0
Domestic Violence,North West,4 Neither,2018-Q3,170,0.6,0
Domestic Violence,North West,4 Neither,2018-Q4,160,0.6,0
Domestic Violence,North West,4 Neither,2019-Q1,190,0.4,0
Domestic Violence,North West,4 Neither,2019-Q2,202,0.3,0
Domestic Violence,North West,4 Neither,2019-Q3,229,0.4,0
Domestic Violence,North West,4 Neither,2019-Q4,218,0.4,0
Domestic Violence,North West,4 Neither,2020-Q1,220,0.6,0
Domestic Violence,North West,4 Neither,2020-Q2,185,0.4,0
Domestic Violence,North West,4 Neither,2020-Q3,207,0.4,0
Domestic Violence,North West,4 Neither,2020-Q4,214,0.4,0
Domestic Violence,North West,4 Neither,2021-Q1,214,0.9,0
Domestic Violence,North West,4 Neither,2021-Q2,196,0.6,0
Domestic Violence,North West,4 Neither,2021-Q3,212,0.4,0
Domestic Violence,North West,4 Neither,2021-Q4,222,0.3,0
Domestic Violence,North West,4 Neither,2022-Q1,226,0.6,0
Domestic Violence,North West,4 Neither,2022-Q2,224,1,0.1
Domestic Violence,North West,4 Neither,2022-Q3,261,1,0
Domestic Violence,North West,4 Neither,2022-Q4,214,0.9,0.1
Domestic Violence,North West,4 Neither,2023-Q1,247,0.7,0.1
Domestic Violence,North West,4 Neither,2023-Q2,234,0.9,0.1
Domestic Violence,North West,4 Neither,2023-Q3,272,0.6,0.1
Domestic Violence,North West,4 Neither,2023-Q4,216,0.9,0.1
Domestic Violence,North West,4 Neither,2024-Q1,233,1.1,0.1
Domestic Violence,North West,4 Neither,2024-Q2,214,1.1,0.1
Domestic Violence,North West,4 Neither,2024-Q3,236,0.9,0.1
Domestic Violence,North West,4 Neither,2024-Q4,198,0.7,0.1
Domestic Violence,North West,4 Neither,2025-Q1,256,0.7,0.1
Domestic Violence,North West,4 Neither,2025-Q2,240,1.1,0.4
Domestic Violence,North West,4 Neither,2025-Q3,246,1.4,0.6
Domestic Violence,North West,4 Neither,2025-Q4,251,1.1,0.6
Domestic Violence,North West,All types,2011-Q1,364,0.3,0
Domestic Violence,North West,All types,2011-Q2,415,0.4,0
Domestic Violence,North West,All types,2011-Q3,449,0.3,0
Domestic Violence,North West,All types,2011-Q4,388,0.6,0
Domestic Violence,North West,All types,2012-Q1,411,0.4,0
Domestic Violence,North West,All types,2012-Q2,486,0.4,0
Domestic Violence,North West,All types,2012-Q3,513,1,0
Domestic Violence,North West,All types,2012-Q4,458,0.7,0
Domestic Violence,North West,All types,2013-Q1,476,0.1,0
Domestic Violence,North West,All types,2013-Q2,520,0.3,0
Domestic Violence,North West,All types,2013-Q3,636,0.3,0
Domestic Violence,North West,All types,2013-Q4,595,0.3,0
Domestic Violence,North West,All types,2014-Q1,600,0.3,0
Domestic Violence,North West,All types,2014-Q2,548,0.3,0
Domestic Violence,North West,All types,2014-Q3,538,0.3,0
Domestic Violence,North West,All types,2014-Q4,476,0.1,0
Domestic Violence,North West,All types,2015-Q1,456,0.3,0
Domestic Violence,North West,All types,2015-Q2,452,0.6,0
Domestic Violence,North West,All types,2015-Q3,501,0.3,0
Domestic Violence,North West,All types,2015-Q4,501,0.3,0
Domestic Violence,North West,All types,2016-Q1,464,0.1,0
Domestic Violence,North West,All types,2016-Q2,523,0.4,0
Domestic Violence,North West,All types,2016-Q3,524,0.4,0
Domestic Violence,North West,All types,2016-Q4,535,0.3,0
Domestic Violence,North West,All types,2017-Q1,600,0.7,0
Domestic Violence,North West,All types,2017-Q2,570,0.3,0
Domestic Violence,North West,All types,2017-Q3,638,0.3,0
Domestic Violence,North West,All types,2017-Q4,584,0.9,0
Domestic Violence,North West,All types,2018-Q1,550,0.1,0
Domestic Violence,North West,All types,2018-Q2,558,0.3,0
Domestic Violence,North West,All types,2018-Q3,572,0.4,0
Domestic Violence,North West,All types,2018-Q4,553,0.4,0
Domestic Violence,North West,All types,2019-Q1,663,0.3,0
Domestic Violence,North West,All types,2019-Q2,650,0.3,0
Domestic Violence,North West,All types,2019-Q3,746,0.4,0
Domestic Violence,North West,All types,2019-Q4,687,0.3,0
Domestic Violence,North West,All types,2020-Q1,769,0.3,0
Domestic Violence,North West,All types,2020-Q2,892,0.3,0
Domestic Violence,North West,All types,2020-Q3,935,0.4,0
Domestic Violence,North West,All types,2020-Q4,948,0.4,0
Domestic Violence,North West,All types,2021-Q1,966,0.4,0
Domestic Violence,North West,All types,2021-Q2,886,0.3,0
Domestic Violence,North West,All types,2021-Q3,993,0.4,0
Domestic Violence,North West,All types,2021-Q4,930,0.3,0
Domestic Violence,North West,All types,2022-Q1,931,0.6,0
Domestic Violence,North West,All types,2022-Q2,952,0.6,0
Domestic Violence,North West,All types,2022-Q3,975,0.7,0
Domestic Violence,North West,All types,2022-Q4,914,0.6,0
Domestic Violence,North West,All types,2023-Q1,956,0.7,0.1
Domestic Violence,North West,All types,2023-Q2,896,0.7,0.1
Domestic Violence,North West,All types,2023-Q3,941,0.7,0.1
Domestic Violence,North West,All types,2023-Q4,813,0.7,0.1
Domestic Violence,North West,All types,2024-Q1,894,1,0.3
Domestic Violence,North West,All types,2024-Q2,945,1,0.1
Domestic Violence,North West,All types,2024-Q3,896,0.7,0.1
Domestic Violence,North West,All types,2024-Q4,855,0.9,0.1
Domestic Violence,North West,All types,2025-Q1,930,1,0.1
Domestic Violence,North West,All types,2025-Q2,856,1.3,0.4
Domestic Violence,North West,All types,2025-Q3,930,1.6,0.6
Domestic Violence,North West,All types,2025-Q4,860,1.4,1
Domestic Violence,South East,1 Both,2011-Q1,100,0.6,0
Domestic Violence,South East,1 Both,2011-Q2,134,0.7,0
Domestic Violence,South East,1 Both,2011-Q3,133,1.1,0
Domestic Violence,South East,1 Both,2011-Q4,97,0.7,0
Domestic Violence,South East,1 Both,2012-Q1,124,1,0
Domestic Violence,South East,1 Both,2012-Q2,117,0.6,0
Domestic Violence,South East,1 Both,2012-Q3,119,1,0
Domestic Violence,South East,1 Both,2012-Q4,105,1.4,0
Domestic Violence,South East,1 Both,2013-Q1,113,1,0
Domestic Violence,South East,1 Both,2013-Q2,91,0.7,0
Domestic Violence,South East,1 Both,2013-Q3,80,0.6,0
Domestic Violence,South East,1 Both,2013-Q4,68,1.4,0
Domestic Violence,South East,1 Both,2014-Q1,103,0.6,0
Domestic Violence,South East,1 Both,2014-Q2,73,0.3,0
Domestic Violence,South East,1 Both,2014-Q3,73,0.3,0
Domestic Violence,South East,1 Both,2014-Q4,91,0.4,0
Domestic Violence,South East,1 Both,2015-Q1,82,0.9,0
Domestic Violence,South East,1 Both,2015-Q2,75,2.3,0
Domestic Violence,South East,1 Both,2015-Q3,91,0.6,0
Domestic Violence,SOUTH EAST,1 Both,2015-Q3,91,0.7,0
Domestic Violence,South East,1 Both,2015-Q4,62,0.6,0
Domestic Violence,SOUTH EAST,1 Both,2015-Q4,62,0.6,0
Domestic Violence,South East,1 Both,2016-Q1,71,0.4,0
Domestic Violence,SOUTH EAST,1 Both,2016-Q1,71,0.6,0
Domestic Violence,South East,1 Both,2016-Q2,80,1.1,0
Domestic Violence,SOUTH EAST,1 Both,2016-Q2,80,1.2,0
Domestic Violence,South East,1 Both,2016-Q3,87,0.4,0
Domestic Violence,SOUTH EAST,1 Both,2016-Q3,86,0.4,0
Domestic Violence,South East,1 Both,2016-Q4,72,1.1,0
Domestic Violence,SOUTH EAST,1 Both,2016-Q4,71,1.3,0
Domestic Violence,South East,1 Both,2017-Q1,84,0.9,0
Domestic Violence,SOUTH EAST,1 Both,2017-Q1,83,0.8,0
Domestic Violence,South East,1 Both,2017-Q2,79,0.9,0
Domestic Violence,SOUTH EAST,1 Both,2017-Q2,78,0.8,0
Domestic Violence,South East,1 Both,2017-Q3,95,0.9,0
Domestic Violence,SOUTH EAST,1 Both,2017-Q3,94,0.9,0
Domestic Violence,South East,1 Both,2017-Q4,78,0.9,0
Domestic Violence,SOUTH EAST,1 Both,2017-Q4,77,1,0
Domestic Violence,South East,1 Both,2018-Q1,81,1.3,0
Domestic Violence,SOUTH EAST,1 Both,2018-Q1,81,1.3,0
Domestic Violence,South East,1 Both,2018-Q2,72,0.4,0
Domestic Violence,SOUTH EAST,1 Both,2018-Q2,73,0.5,0
Domestic Violence,South East,1 Both,2018-Q3,88,0.6,0
Domestic Violence,SOUTH EAST,1 Both,2018-Q3,86,0.7,0
Domestic Violence,South East,1 Both,2018-Q4,65,1.1,0
Domestic Violence,SOUTH EAST,1 Both,2018-Q4,65,1.3,0
Domestic Violence,South East,1 Both,2019-Q1,111,1.3,0
Domestic Violence,SOUTH EAST,1 Both,2019-Q1,111,1.3,0
Domestic Violence,South East,1 Both,2019-Q2,76,0.6,0
Domestic Violence,SOUTH EAST,1 Both,2019-Q2,77,6.5,0
Domestic Violence,South East,1 Both,2019-Q3,72,0.9,0
Domestic Violence,SOUTH EAST,1 Both,2019-Q3,72,1,0
Domestic Violence,South East,1 Both,2019-Q4,88,0.6,0
Domestic Violence,SOUTH EAST,1 Both,2019-Q4,89,0.8,0
Domestic Violence,South East,1 Both,2020-Q1,121,0.7,0
Domestic Violence,SOUTH EAST,1 Both,2020-Q1,118,0.7,0
Domestic Violence,South East,1 Both,2020-Q2,177,0.6,0
Domestic Violence,SOUTH EAST,1 Both,2020-Q2,175,0.6,0
Domestic Violence,South East,1 Both,2020-Q3,182,0.6,0.1
Domestic Violence,SOUTH EAST,1 Both,2020-Q3,183,0.6,0.1
Domestic Violence,South East,1 Both,2020-Q4,158,0.7,0.1
Domestic Violence,SOUTH EAST,1 Both,2020-Q4,157,0.9,0.1
Domestic Violence,South East,1 Both,2021-Q1,160,1.4,0.1
Domestic Violence,SOUTH EAST,1 Both,2021-Q1,157,1.5,0.1
Domestic Violence,South East,1 Both,2021-Q2,145,1.3,0.1
Domestic Violence,SOUTH EAST,1 Both,2021-Q2,145,1.3,0.1
Domestic Violence,South East,1 Both,2021-Q3,163,1.3,0.1
Domestic Violence,SOUTH EAST,1 Both,2021-Q3,166,1.3,0.1
Domestic Violence,South East,1 Both,2021-Q4,131,1.9,0.1
Domestic Violence,SOUTH EAST,1 Both,2021-Q4,129,1.9,0.1
Domestic Violence,South East,1 Both,2022-Q1,162,1.6,0.1
Domestic Violence,SOUTH EAST,1 Both,2022-Q1,162,1.7,0.1
Domestic Violence,South East,1 Both,2022-Q2,137,6.4,0.3
Domestic Violence,SOUTH EAST,1 Both,2022-Q2,136,6.6,0.4
Domestic Violence,South East,1 Both,2022-Q3,134,3.1,0.3
Domestic Violence,SOUTH EAST,1 Both,2022-Q3,135,3.2,0.3
Domestic Violence,South East,1 Both,2022-Q4,143,2.9,0.3
Domestic Violence,SOUTH EAST,1 Both,2022-Q4,145,3,0.3
Domestic Violence,South East,1 Both,2023-Q1,146,2.3,0.3
Domestic Violence,SOUTH EAST,1 Both,2023-Q1,147,2.8,0.3
Domestic Violence,South East,1 Both,2023-Q2,133,2.4,0.4
Domestic Violence,SOUTH EAST,1 Both,2023-Q2,133,2.3,0.4
Domestic Violence,South East,1 Both,2023-Q3,144,2,0.6
Domestic Violence,SOUTH EAST,1 Both,2023-Q3,144,2.1,0.6
Domestic Violence,South East,1 Both,2023-Q4,119,1.7,0.3
Domestic Violence,SOUTH EAST,1 Both,2023-Q4,119,1.9,0.3
Domestic Violence,South East,1 Both,2024-Q1,117,1.1,0.1
Domestic Violence,SOUTH EAST,1 Both,2024-Q1,119,1.4,0.3
Domestic Violence,South East,1 Both,2024-Q2,135,2.1,0.4
Domestic Violence,SOUTH EAST,1 Both,2024-Q2,135,2.2,0.4
Domestic Violence,South East,1 Both,2024-Q3,141,1.9,0.4
Domestic Violence,SOUTH EAST,1 Both,2024-Q3,138,1.9,0.4
Domestic Violence,South East,1 Both,2024-Q4,123,1.9,0.4
Domestic Violence,SOUTH EAST,1 Both,2024-Q4,122,1.6,0.4
Domestic Violence,South East,1 Both,2025-Q1,131,1.3,0.6
Domestic Violence,SOUTH EAST,1 Both,2025-Q1,133,1.4,0.4
Domestic Violence,South East,1 Both,2025-Q2,121,1.6,0.3
Domestic Violence,SOUTH EAST,1 Both,2025-Q2,114,1.4,0.3
Domestic Violence,South East,1 Both,2025-Q3,142,1.3,0.3
Domestic Violence,SOUTH EAST,1 Both,2025-Q3,129,1.5,0.1
Domestic Violence,South East,1 Both,2025-Q4,129,1.1,0.1
Domestic Violence,South East,2 Applicant Only,2011-Q1,424,0.3,0
Domestic Violence,SOUTH EAST,2 Applicant Only,2011-Q1,446,0.7,0
Domestic Violence,South East,2 Applicant Only,2011-Q2,458,0.6,0
Domestic Violence,SOUTH EAST,2 Applicant Only,2011-Q2,455,0.8,0
Domestic Violence,South East,2 Applicant Only,2011-Q3,516,0.6,0
Domestic Violence,SOUTH EAST,2 Applicant Only,2011-Q3,516,0.7,0
Domestic Violence,South East,2 Applicant Only,2011-Q4,455,0.6,0
Domestic Violence,SOUTH EAST,2 Applicant Only,2011-Q4,455,0.8,0
