YEAR,Qtr,Type,Count_type,Public_private,Disposal_type,Order_type,Order_type_code,Sex,age_band,Applicants_in_case,Respondents_in_case,HC_INDICATOR,Count
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,1
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,2
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,208
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,2
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,2
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2606
2024,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,10
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,12083
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,519
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,87
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,3
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,N/A,,24
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,342
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,267
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,17
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,5
2025,1,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,N/A,,1
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Central London DFJ,1
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,6
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,4
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,2
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,11
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,2
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,630
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,210
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2547
2025,1,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,537
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,12257
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,445
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,74
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,12
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,N/A,,2
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,303
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,231
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,14
2025,2,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,4
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,2
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,510
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,1
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,4
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,5
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,186
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,4+,No,1
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,695
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2830
2025,2,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,13
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,13497
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,462
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,83
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,10
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,N/A,,1
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,292
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,218
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,15
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,4
2025,3,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,N/A,,1
2025,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,192
2025,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,3,No,1
2025,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,2
2025,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,486
2025,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,9
2025,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2732
2025,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,1
2025,3,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,723
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,1,,12977
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,2,,453
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,3,,78
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,4+,,16
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,1,N/A,,1
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,1,,297
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,2,,202
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,3,,12
2025,4,Cases,Cases starting,Private law,N/A,All,,N/A,N/A,2+,4+,,2
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,1,No,2
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,Not Central London DFJ,1
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Central London DFJ,1
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,2,No,1
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,Not Central London DFJ,3
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,2+,3,No,2
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,2,No,2589
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,3,No,449
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,Not Central London DFJ,4
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,1,No,829
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,No,124
2025,4,Cases,Cases starting,Public law,N/A,All,,N/A,N/A,1,4+,Not Central London DFJ,1
2011,1,Disposal,Children,Public law,Order made,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,2545
2011,1,Disposal,Children,Public law,Order made,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,137
2011,1,Disposal,Children,Public law,Order made,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,101
2011,1,Disposal,Children,Public law,Order made,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,1200
2011,1,Disposal,Children,Public law,Order made,Extension of supervision Order,5,N/A,N/A,N/A,N/A,N/A,8
2011,1,Disposal,Children,Public law,Order made,Variation of supervision order,6,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Children,Public law,Order made,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,90
2011,1,Disposal,Children,Public law,Order made,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,90
2011,1,Disposal,Children,Public law,Order made,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,54
2011,1,Disposal,Children,Public law,Order made,Discharge of Education Supervision Order,12,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Children,Public law,Order made,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,3
2011,1,Disposal,Children,Public law,Order made,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,292
2011,1,Disposal,Children,Public law,Order made,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,6
2011,1,Disposal,Children,Private law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,24
2011,1,Disposal,Children,Public law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Children,Private law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,415
2011,1,Disposal,Children,Public law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,31
2011,1,Disposal,Children,Private law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,118
2011,1,Disposal,Children,Public law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,2
2011,1,Disposal,Children,Private law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,2
2011,1,Disposal,Children,Public law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,50
2011,1,Disposal,Children,Public law,Order made,Warrant to assist,24,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Children,Private law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1626
2011,1,Disposal,Children,Public law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,222
2011,1,Disposal,Children,Private law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,312
2011,1,Disposal,Children,Public law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,712
2011,1,Disposal,Children,Private law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,29
2011,1,Disposal,Children,Private law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,27370
2011,1,Disposal,Children,Public law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,772
2011,1,Disposal,Children,Private law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,9995
2011,1,Disposal,Children,Public law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,1421
2011,1,Disposal,Children,Private law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,4290
2011,1,Disposal,Children,Public law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,121
2011,1,Disposal,Children,Private law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,1257
2011,1,Disposal,Children,Public law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,54
2011,1,Disposal,Children,Private law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,346
2011,1,Disposal,Children,Public law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,67
2011,1,Disposal,Children,Private law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,142
2011,1,Disposal,Children,Public law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,30
2011,1,Disposal,Children,Private law,Order made,Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,8
2011,1,Disposal,Children,Private law,Order made,Order for financial compensation,35,N/A,N/A,N/A,N/A,N/A,4
2011,1,Disposal,Children,Private law,Order made,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Children,Private law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,101
2011,1,Disposal,Children,Public law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,6
2011,1,Disposal,Children,Private law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,34
2011,1,Disposal,Children,Public law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,19
2011,1,Disposal,Children,Private law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,156
2011,1,Disposal,Children,Public law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,45852
2011,1,Disposal,Children,Private law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,103
2011,1,Disposal,Children,Public law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,6636
2011,1,Disposal,Children,Private law,Interim Order,Interim Contact Order,42,N/A,N/A,N/A,N/A,N/A,5015
2011,1,Disposal,Children,Private law,Interim Order,Interim Residence Order,43,N/A,N/A,N/A,N/A,N/A,1759
2011,1,Disposal,Children,Private law,Interim Order,Interim Prohibited Steps Order,44,N/A,N/A,N/A,N/A,N/A,933
2011,1,Disposal,Children,Private law,Interim Order,Interim Specific Issue Order,45,N/A,N/A,N/A,N/A,N/A,60
2011,1,Disposal,Children,Private law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,30746
2011,1,Disposal,Children,Public law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,1814
2011,1,Disposal,Children,Public law,No order,Authority to Refuse Contact,,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Children,Public law,Refused,Authority to Refuse Contact,,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Children,Public law,No order,Care Order/Substitute Supervision Order,,N/A,N/A,N/A,N/A,N/A,64
2011,1,Disposal,Children,Public law,No order,"Child arrangements, prohibited steps or specific issue",,N/A,N/A,N/A,N/A,N/A,7
2011,1,Disposal,Children,Public law,No order,Contact With a Child in Care,,N/A,N/A,N/A,N/A,N/A,3
2011,1,Disposal,Children,Public law,Refused,Contact With a Child in Care,,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Children,Public law,No order,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,2
2011,1,Disposal,Children,Public law,Refused,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,4
2011,1,Disposal,Children,Public law,No order,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,5
2011,1,Disposal,Children,Public law,Refused,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,7
2011,1,Disposal,Children,Public law,No order,Secure Accommodation Order,,N/A,N/A,N/A,N/A,N/A,2
2011,1,Disposal,Children,Public law,No order,Supervision Order,,N/A,N/A,N/A,N/A,N/A,8
2011,2,Disposal,Children,Public law,Order made,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,2620
2011,2,Disposal,Children,Public law,Order made,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,150
2011,2,Disposal,Children,Public law,Order made,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,110
2011,2,Disposal,Children,Public law,Order made,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,1231
2011,2,Disposal,Children,Public law,Order made,Extension of supervision Order,5,N/A,N/A,N/A,N/A,N/A,15
2011,2,Disposal,Children,Public law,Order made,Discharge of supervision order,7,N/A,N/A,N/A,N/A,N/A,6
2011,2,Disposal,Children,Public law,Order made,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,76
2011,2,Disposal,Children,Public law,Order made,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,137
2011,2,Disposal,Children,Public law,Order made,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,50
2011,2,Disposal,Children,Public law,Order made,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Children,Public law,Order made,Discharge of Education Supervision Order,12,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Children,Public law,Order made,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,5
2011,2,Disposal,Children,Public law,Order made,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,301
2011,2,Disposal,Children,Public law,Order made,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,15
2011,2,Disposal,Children,Public law,Order made,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Children,Private law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,21
2011,2,Disposal,Children,Private law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,454
2011,2,Disposal,Children,Public law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,8
2011,2,Disposal,Children,Private law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,92
2011,2,Disposal,Children,Public law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Children,Private law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,4
2011,2,Disposal,Children,Public law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,50
2011,2,Disposal,Children,Private law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1276
2011,2,Disposal,Children,Public law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,232
2011,2,Disposal,Children,Private law,Order made,Termination of parental responsibility order,26,N/A,N/A,N/A,N/A,N/A,4
2011,2,Disposal,Children,Public law,Order made,Termination of parental responsibility order,26,N/A,N/A,N/A,N/A,N/A,6
2011,2,Disposal,Children,Private law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,310
2011,2,Disposal,Children,Public law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,699
2011,2,Disposal,Children,Private law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,19
2011,2,Disposal,Children,Public law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Children,Private law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,26435
2011,2,Disposal,Children,Public law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,715
2011,2,Disposal,Children,Private law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,9755
2011,2,Disposal,Children,Public law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,1289
2011,2,Disposal,Children,Private law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,4410
2011,2,Disposal,Children,Public law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,145
2011,2,Disposal,Children,Private law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,1334
2011,2,Disposal,Children,Public law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,64
2011,2,Disposal,Children,Private law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,311
2011,2,Disposal,Children,Public law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,33
2011,2,Disposal,Children,Private law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,163
2011,2,Disposal,Children,Public law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,28
2011,2,Disposal,Children,Private law,Order made,Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,11
2011,2,Disposal,Children,Private law,Order made,Order for financial compensation,35,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Children,Private law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,112
2011,2,Disposal,Children,Public law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,12
2011,2,Disposal,Children,Private law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,42
2011,2,Disposal,Children,Public law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,8
2011,2,Disposal,Children,Private law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,234
2011,2,Disposal,Children,Public law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,45918
2011,2,Disposal,Children,Private law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,75
2011,2,Disposal,Children,Public law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,6985
2011,2,Disposal,Children,Private law,Interim Order,Interim Contact Order,42,N/A,N/A,N/A,N/A,N/A,4532
2011,2,Disposal,Children,Private law,Interim Order,Interim Residence Order,43,N/A,N/A,N/A,N/A,N/A,1685
2011,2,Disposal,Children,Private law,Interim Order,Interim Prohibited Steps Order,44,N/A,N/A,N/A,N/A,N/A,790
2011,2,Disposal,Children,Private law,Interim Order,Interim Specific Issue Order,45,N/A,N/A,N/A,N/A,N/A,65
2011,2,Disposal,Children,Private law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,29511
2011,2,Disposal,Children,Public law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,1680
2011,2,Disposal,Children,Public law,Refused,Authority to Refuse Contact,,N/A,N/A,N/A,N/A,N/A,5
2011,2,Disposal,Children,Public law,No order,Care Order/Substitute Supervision Order,,N/A,N/A,N/A,N/A,N/A,70
2011,2,Disposal,Children,Public law,Refused,Care Order/Substitute Supervision Order,,N/A,N/A,N/A,N/A,N/A,4
2011,2,Disposal,Children,Public law,No order,"Child arrangements, prohibited steps or specific issue",,N/A,N/A,N/A,N/A,N/A,12
2011,2,Disposal,Children,Public law,Refused,"Child arrangements, prohibited steps or specific issue",,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Children,Public law,No order,Contact With a Child in Care,,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Children,Public law,No order,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Children,Public law,Refused,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Children,Public law,No order,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Children,Public law,Refused,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,9
2011,2,Disposal,Children,Public law,No order,Secure Accommodation Order,,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Children,Public law,No order,Supervision Order,,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Children,Public law,Order made,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,2840
2011,3,Disposal,Children,Public law,Order made,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,153
2011,3,Disposal,Children,Public law,Order made,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,144
2011,3,Disposal,Children,Public law,Order made,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,1320
2011,3,Disposal,Children,Public law,Order made,Extension of supervision Order,5,N/A,N/A,N/A,N/A,N/A,17
2011,3,Disposal,Children,Public law,Order made,Discharge of supervision order,7,N/A,N/A,N/A,N/A,N/A,3
2011,3,Disposal,Children,Public law,Order made,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,80
2011,3,Disposal,Children,Public law,Order made,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,168
2011,3,Disposal,Children,Public law,Order made,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,77
2011,3,Disposal,Children,Public law,Order made,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,2
2011,3,Disposal,Children,Public law,Order made,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Children,Public law,Order made,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,301
2011,3,Disposal,Children,Public law,Order made,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,3
2011,3,Disposal,Children,Public law,Order made,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,5
2011,3,Disposal,Children,Private law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,33
2011,3,Disposal,Children,Public law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Children,Private law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,437
2011,3,Disposal,Children,Public law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,35
2011,3,Disposal,Children,Private law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,75
2011,3,Disposal,Children,Public law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,3
2011,3,Disposal,Children,Private law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,3
2011,3,Disposal,Children,Public law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,61
2011,3,Disposal,Children,Public law,Order made,Warrant to assist,24,N/A,N/A,N/A,N/A,N/A,1
