type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,1-4 years,57
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,10-14 years,18
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,15-17 years,8
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,5-9 years,40
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,<1 year,4
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,Other,1
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,1-4 years,50
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,10-14 years,21
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,15-17 years,8
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,5-9 years,31
Order granted,2014,3,Adoption,Standard,Sole applicant,Unknown,Unknown,3
Order granted,2014,3,Adoption,Standard,Step parent,Female,10-14 years,11
Order granted,2014,3,Adoption,Standard,Step parent,Female,15-17 years,8
Order granted,2014,3,Adoption,Standard,Step parent,Female,5-9 years,16
Order granted,2014,3,Adoption,Standard,Step parent,Female,Other,2
Order granted,2014,3,Adoption,Standard,Step parent,Male,1-4 years,3
Order granted,2014,3,Adoption,Standard,Step parent,Male,10-14 years,13
Order granted,2014,3,Adoption,Standard,Step parent,Male,15-17 years,6
Order granted,2014,3,Adoption,Standard,Step parent,Male,5-9 years,14
Order granted,2014,3,Adoption,Standard,Step parent,Male,Other,1
Order granted,2014,4,Adoption,Standard,M/F couple,Female,1-4 years,432
Order granted,2014,4,Adoption,Standard,M/F couple,Female,10-14 years,8
Order granted,2014,4,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2014,4,Adoption,Standard,M/F couple,Female,5-9 years,94
Order granted,2014,4,Adoption,Standard,M/F couple,Female,<1 year,32
Order granted,2014,4,Adoption,Standard,M/F couple,Male,1-4 years,481
Order granted,2014,4,Adoption,Standard,M/F couple,Male,10-14 years,5
Order granted,2014,4,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2014,4,Adoption,Standard,M/F couple,Male,5-9 years,96
Order granted,2014,4,Adoption,Standard,M/F couple,Male,<1 year,21
Order granted,2014,4,Adoption,Standard,Other or not stated,Female,1-4 years,6
Order granted,2014,4,Adoption,Standard,Other or not stated,Female,10-14 years,3
Order granted,2014,4,Adoption,Standard,Other or not stated,Female,5-9 years,2
Order granted,2014,4,Adoption,Standard,Other or not stated,Male,1-4 years,1
Order granted,2014,4,Adoption,Standard,Other or not stated,Male,10-14 years,1
Order granted,2014,4,Adoption,Standard,Other or not stated,Male,5-9 years,3
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,1-4 years,20
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,5-9 years,6
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,1-4 years,69
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,5-9 years,18
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,<1 year,5
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,1-4 years,49
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,10-14 years,13
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,15-17 years,5
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,5-9 years,46
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,<1 year,2
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,1-4 years,43
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,10-14 years,16
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,15-17 years,3
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,5-9 years,28
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,<1 year,5
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,Other,1
Order granted,2014,4,Adoption,Standard,Step parent,Female,1-4 years,4
Order granted,2014,4,Adoption,Standard,Step parent,Female,10-14 years,22
Order granted,2014,4,Adoption,Standard,Step parent,Female,15-17 years,8
Order granted,2014,4,Adoption,Standard,Step parent,Female,5-9 years,14
Order granted,2014,4,Adoption,Standard,Step parent,Female,Other,1
Order granted,2014,4,Adoption,Standard,Step parent,Male,1-4 years,8
Order granted,2014,4,Adoption,Standard,Step parent,Male,10-14 years,17
Order granted,2014,4,Adoption,Standard,Step parent,Male,15-17 years,5
Order granted,2014,4,Adoption,Standard,Step parent,Male,5-9 years,16
Order granted,2014,4,Adoption,Standard,Step parent,Male,Other,2
Order granted,2015,1,Adoption,Standard,M/F couple,Female,1-4 years,398
Order granted,2015,1,Adoption,Standard,M/F couple,Female,10-14 years,14
Order granted,2015,1,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2015,1,Adoption,Standard,M/F couple,Female,5-9 years,102
Order granted,2015,1,Adoption,Standard,M/F couple,Female,<1 year,22
Order granted,2015,1,Adoption,Standard,M/F couple,Male,1-4 years,433
Order granted,2015,1,Adoption,Standard,M/F couple,Male,10-14 years,3
Order granted,2015,1,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2015,1,Adoption,Standard,M/F couple,Male,5-9 years,105
Order granted,2015,1,Adoption,Standard,M/F couple,Male,<1 year,30
Order granted,2015,1,Adoption,Standard,M/F couple,Male,Other,1
Order granted,2015,1,Adoption,Standard,Other or not stated,Female,1-4 years,1
Order granted,2015,1,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2015,1,Adoption,Standard,Other or not stated,Male,1-4 years,1
Order granted,2015,1,Adoption,Standard,Other or not stated,Male,5-9 years,1
Order granted,2015,1,Adoption,Standard,Other or not stated,Male,<1 year,1
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,1-4 years,24
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,5-9 years,6
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,<1 year,4
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,1-4 years,80
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,5-9 years,28
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,<1 year,4
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,1-4 years,56
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,10-14 years,14
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,15-17 years,10
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,5-9 years,37
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,<1 year,2
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,1-4 years,50
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,10-14 years,12
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,15-17 years,4
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,5-9 years,32
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,Other,5
Order granted,2015,1,Adoption,Standard,Step parent,Female,1-4 years,2
Order granted,2015,1,Adoption,Standard,Step parent,Female,10-14 years,20
Order granted,2015,1,Adoption,Standard,Step parent,Female,15-17 years,11
Order granted,2015,1,Adoption,Standard,Step parent,Female,5-9 years,24
Order granted,2015,1,Adoption,Standard,Step parent,Female,Other,1
Order granted,2015,1,Adoption,Standard,Step parent,Male,1-4 years,3
Order granted,2015,1,Adoption,Standard,Step parent,Male,10-14 years,14
Order granted,2015,1,Adoption,Standard,Step parent,Male,15-17 years,6
Order granted,2015,1,Adoption,Standard,Step parent,Male,5-9 years,10
Order granted,2015,2,Adoption,Standard,M/F couple,Female,1-4 years,430
Order granted,2015,2,Adoption,Standard,M/F couple,Female,10-14 years,3
Order granted,2015,2,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2015,2,Adoption,Standard,M/F couple,Female,5-9 years,120
Order granted,2015,2,Adoption,Standard,M/F couple,Female,<1 year,25
Order granted,2015,2,Adoption,Standard,M/F couple,Male,1-4 years,419
Order granted,2015,2,Adoption,Standard,M/F couple,Male,10-14 years,4
Order granted,2015,2,Adoption,Standard,M/F couple,Male,5-9 years,111
Order granted,2015,2,Adoption,Standard,M/F couple,Male,<1 year,24
Order granted,2015,2,Adoption,Standard,Other or not stated,Female,1-4 years,2
Order granted,2015,2,Adoption,Standard,Other or not stated,Female,10-14 years,1
Order granted,2015,2,Adoption,Standard,Other or not stated,Female,5-9 years,2
Order granted,2015,2,Adoption,Standard,Other or not stated,Male,1-4 years,4
Order granted,2015,2,Adoption,Standard,Other or not stated,Male,10-14 years,1
Order granted,2015,2,Adoption,Standard,Other or not stated,Male,5-9 years,2
Order granted,2015,2,Adoption,Standard,Other or not stated,Male,<1 year,1
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,1-4 years,34
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,5-9 years,10
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,<1 year,4
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,1-4 years,68
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,5-9 years,18
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,<1 year,1
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,1-4 years,37
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,10-14 years,24
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,15-17 years,10
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,5-9 years,31
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,Other,1
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,1-4 years,54
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,10-14 years,13
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,15-17 years,10
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,5-9 years,27
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2015,2,Adoption,Standard,Step parent,Female,1-4 years,7
Order granted,2015,2,Adoption,Standard,Step parent,Female,10-14 years,14
Order granted,2015,2,Adoption,Standard,Step parent,Female,15-17 years,9
Order granted,2015,2,Adoption,Standard,Step parent,Female,5-9 years,18
Order granted,2015,2,Adoption,Standard,Step parent,Female,Other,4
Order granted,2015,2,Adoption,Standard,Step parent,Male,1-4 years,2
Order granted,2015,2,Adoption,Standard,Step parent,Male,10-14 years,24
Order granted,2015,2,Adoption,Standard,Step parent,Male,15-17 years,7
Order granted,2015,2,Adoption,Standard,Step parent,Male,5-9 years,14
Order granted,2015,2,Adoption,Standard,Step parent,Male,Other,2
Order granted,2015,3,Adoption,Standard,M/F couple,Female,1-4 years,317
Order granted,2015,3,Adoption,Standard,M/F couple,Female,10-14 years,4
Order granted,2015,3,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2015,3,Adoption,Standard,M/F couple,Female,5-9 years,95
Order granted,2015,3,Adoption,Standard,M/F couple,Female,<1 year,25
Order granted,2015,3,Adoption,Standard,M/F couple,Male,1-4 years,365
Order granted,2015,3,Adoption,Standard,M/F couple,Male,10-14 years,7
Order granted,2015,3,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2015,3,Adoption,Standard,M/F couple,Male,5-9 years,81
Order granted,2015,3,Adoption,Standard,M/F couple,Male,<1 year,33
Order granted,2015,3,Adoption,Standard,Other or not stated,Female,1-4 years,3
Order granted,2015,3,Adoption,Standard,Other or not stated,Female,15-17 years,2
Order granted,2015,3,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2015,3,Adoption,Standard,Other or not stated,Male,1-4 years,3
Order granted,2015,3,Adoption,Standard,Other or not stated,Male,15-17 years,2
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,1-4 years,30
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,5-9 years,9
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,<1 year,4
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,1-4 years,73
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,5-9 years,22
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,<1 year,5
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,1-4 years,39
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,10-14 years,25
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,15-17 years,14
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,5-9 years,45
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,<1 year,3
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,Other,2
Order granted,2015,3,Adoption,Standard,Sole applicant,Male,1-4 years,43
Order granted,2015,3,Adoption,Standard,Sole applicant,Male,10-14 years,17
Order granted,2015,3,Adoption,Standard,Sole applicant,Male,15-17 years,10
Order granted,2015,3,Adoption,Standard,Sole applicant,Male,5-9 years,46
Order granted,2015,3,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2015,3,Adoption,Standard,Sole applicant,Male,Other,1
Order granted,2015,3,Adoption,Standard,Step parent,Female,1-4 years,2
Order granted,2015,3,Adoption,Standard,Step parent,Female,10-14 years,22
Order granted,2015,3,Adoption,Standard,Step parent,Female,15-17 years,5
Order granted,2015,3,Adoption,Standard,Step parent,Female,5-9 years,24
Order granted,2015,3,Adoption,Standard,Step parent,Female,Other,3
Order granted,2015,3,Adoption,Standard,Step parent,Male,1-4 years,7
Order granted,2015,3,Adoption,Standard,Step parent,Male,10-14 years,14
Order granted,2015,3,Adoption,Standard,Step parent,Male,5-9 years,20
Order granted,2015,3,Adoption,Standard,Step parent,Male,Other,1
Order granted,2015,4,Adoption,Standard,M/F couple,Female,1-4 years,358
Order granted,2015,4,Adoption,Standard,M/F couple,Female,10-14 years,11
Order granted,2015,4,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2015,4,Adoption,Standard,M/F couple,Female,5-9 years,110
Order granted,2015,4,Adoption,Standard,M/F couple,Female,<1 year,17
Order granted,2015,4,Adoption,Standard,M/F couple,Male,1-4 years,357
Order granted,2015,4,Adoption,Standard,M/F couple,Male,10-14 years,8
Order granted,2015,4,Adoption,Standard,M/F couple,Male,5-9 years,79
Order granted,2015,4,Adoption,Standard,M/F couple,Male,<1 year,33
Order granted,2015,4,Adoption,Standard,Other or not stated,Female,1-4 years,3
Order granted,2015,4,Adoption,Standard,Other or not stated,Female,5-9 years,6
Order granted,2015,4,Adoption,Standard,Other or not stated,Male,1-4 years,5
Order granted,2015,4,Adoption,Standard,Other or not stated,Male,10-14 years,1
Order granted,2015,4,Adoption,Standard,Other or not stated,Male,15-17 years,1
Order granted,2015,4,Adoption,Standard,Other or not stated,Male,5-9 years,2
Order granted,2015,4,Adoption,Standard,Other or not stated,Male,<1 year,1
Order granted,2015,4,Adoption,Standard,Same sex couple,Female,1-4 years,20
Order granted,2015,4,Adoption,Standard,Same sex couple,Female,15-17 years,1
Order granted,2015,4,Adoption,Standard,Same sex couple,Female,5-9 years,6
Order granted,2015,4,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2015,4,Adoption,Standard,Same sex couple,Male,1-4 years,56
Order granted,2015,4,Adoption,Standard,Same sex couple,Male,10-14 years,2
Order granted,2015,4,Adoption,Standard,Same sex couple,Male,15-17 years,3
Order granted,2015,4,Adoption,Standard,Same sex couple,Male,5-9 years,23
Order granted,2015,4,Adoption,Standard,Same sex couple,Male,<1 year,1
Order granted,2015,4,Adoption,Standard,Sole applicant,Female,1-4 years,38
Order granted,2015,4,Adoption,Standard,Sole applicant,Female,10-14 years,16
Order granted,2015,4,Adoption,Standard,Sole applicant,Female,15-17 years,8
Order granted,2015,4,Adoption,Standard,Sole applicant,Female,5-9 years,41
Order granted,2015,4,Adoption,Standard,Sole applicant,Female,<1 year,3
Order granted,2015,4,Adoption,Standard,Sole applicant,Female,Other,5
Order granted,2015,4,Adoption,Standard,Sole applicant,Male,1-4 years,34
Order granted,2015,4,Adoption,Standard,Sole applicant,Male,10-14 years,14
Order granted,2015,4,Adoption,Standard,Sole applicant,Male,15-17 years,5
Order granted,2015,4,Adoption,Standard,Sole applicant,Male,5-9 years,36
Order granted,2015,4,Adoption,Standard,Sole applicant,Male,<1 year,2
Order granted,2015,4,Adoption,Standard,Sole applicant,Male,Other,1
Order granted,2015,4,Adoption,Standard,Step parent,Female,1-4 years,10
Order granted,2015,4,Adoption,Standard,Step parent,Female,10-14 years,24
Order granted,2015,4,Adoption,Standard,Step parent,Female,15-17 years,5
Order granted,2015,4,Adoption,Standard,Step parent,Female,5-9 years,16
Order granted,2015,4,Adoption,Standard,Step parent,Female,Other,1
Order granted,2015,4,Adoption,Standard,Step parent,Male,1-4 years,6
Order granted,2015,4,Adoption,Standard,Step parent,Male,10-14 years,11
Order granted,2015,4,Adoption,Standard,Step parent,Male,15-17 years,9
Order granted,2015,4,Adoption,Standard,Step parent,Male,5-9 years,21
Order granted,2015,4,Adoption,Standard,Step parent,Male,Other,1
Order granted,2016,1,Adoption,Standard,M/F couple,Female,1-4 years,318
