query,volume,best_peer_position,peer_holder,our_google_impr,our_google_pos,our_bing_impr,our_bing_clicks,bucket,cluster,assigned_page
stamp duty value calculator,40,29,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 2015,40,60,optimiseaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty excel calculator,40,31,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty investment,40,30,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
shared ownership sdlt calculator,40,50,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty overseas property,40,26,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator near london,40,42,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
leasehold stamp duty,40,19,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on foreign property,40,29,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator landlord,40,1,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty non resident,40,11,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 2023,40,11,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on 750k house uk,40,42,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
lease stamp duty,40,60,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator excel,40,20,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty non residential,40,10,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty thresholds first time buyers,40,76,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty first time buyers 2022,40,67,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty first-time buyers 2022,40,77,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty replacing main residence,40,20,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty thresholds first-time buyers,40,77,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty reserve tax rate,40,48,ukpropertyaccountants.co.uk,0,0,0,0,assigned,uk stamp tax,/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
transfer property to company without stamp duty,40,19,uklandlordtax.co.uk,0,0,0,0,assigned,sdlt rates,/blog/incorporation-and-company-structures/sdlt-transfer-property-company-cost
stamp duty scotland second home calculator,40,47,ukpropertyaccountants.co.uk,0,0,0,0,assigned,lbtt calculator,/calculators/lbtt-calculator-scotland
second home stamp duty calculator scotland,40,62,ukpropertyaccountants.co.uk,0,0,0,0,assigned,lbtt calculator,/calculators/lbtt-calculator-scotland
stamp duty refund check,40,14,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty tax return,/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
uk stamp duty 2025,40,49,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty before april 2025,40,56,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
when did stamp duty increase,40,43,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
sdlt late payment penalty,40,30,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
sdlt late payment penalties,40,30,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty land tax return,/blog/landlord-tax-essentials/sdlt-leasehold-extension-vs-fresh-purchase
land transaction tax wales 2025,40,13,ukpropertyaccountants.co.uk,0,0,0,0,assigned,wales stamp duty calculator,/blog/landlord-tax-essentials/land-transaction-tax-a-complete-guide
sdlt wales calculator,40,14,uklandlordtax.co.uk,0,0,0,0,assigned,wales stamp duty calculator,/blog/landlord-tax-essentials/land-transaction-tax-a-complete-guide
stamp duty if one partner owns property,40,8,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty and property tax,/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
sdlt calculator shared ownership,40,23,uklandlordtax.co.uk,0,0,0,0,gap-no-page,shared ownership and stamp duty,
stamp duty calculator scotland second home,40,33,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,what is stamp duty in scotland,
sdlt connected persons,40,10,ukpropertyaccountants.co.uk,0,0,0,0,assigned,linked transactions sdlt,/blog/incorporation-and-company-structures/sdlt-linked-transactions-fa-2003-section-108-landlord-portfolio-acquisition
sdlt charity relief,40,56,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,sdlt group relief,
tenants in common stamp duty,40,39,uklandlordtax.co.uk,0,0,0,0,assigned,stamp duty if one person is a first time buyer,/blog/property-types-and-specialist-tax/first-time-buyer-relief-benefits-and-eligibility-requirements
stamp duty tax advice,40,67,ukpropertyaccountants.co.uk,0,0,0,0,gap-no-page,stamp duty tax advisor near me,
sdlt experts,40,72,ukpropertyaccountants.co.uk,0,0,0,0,deferred-longtail,(no market cluster),
stamp duty fixtures and fittings,40,21,ukpropertyaccountants.co.uk,0,0,0,0,deferred-longtail,(no market cluster),
stamp duty declaration of trust,40,40,uklandlordtax.co.uk,0,0,0,0,deferred-longtail,(no market cluster),
stamp duty on fixtures and fittings,40,29,ukpropertyaccountants.co.uk,0,0,0,0,deferred-longtail,(no market cluster),
sdlt tax reviews,40,8,ukpropertyaccountants.co.uk,0,0,0,0,deferred-longtail,(no market cluster),
buy to let stamp duty 2025,30,7,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty buy-to-let 2025,30,8,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt rates 24 25,30,32,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
old stamp duty calculator,30,21,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty rates 2023,30,12,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty 2024 calculator,30,25,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty buy to let 2025,30,8,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt second home calculator,30,26,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
buy-to-let stamp duty 2025,30,7,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty changes first-time buyer,30,48,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty changes first time buyer,30,72,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty wales 2025 calculator,30,28,uklandlordtax.co.uk,0,0,0,0,assigned,wales stamp duty calculator,/blog/landlord-tax-essentials/land-transaction-tax-a-complete-guide
stamp duty on partially inherited property,30,73,ukpropertyaccountants.co.uk,0,0,0,0,deferred-longtail,(no market cluster),
stamp duty calculator buy to let 2025,20,2,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator 2025 first time buyers,20,37,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty first time buyers 2025 calculator,20,28,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator before april 2025,20,52,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty changes 2025 first-time buyers,20,59,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty changes 2025 first time buyers,20,53,ukpropertyaccountants.co.uk,0,0,0,0,assigned,stamp duty change,/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
new stamp duty calculator 2025,10,20,uklandlordtax.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty for leasehold property,10,19,ukpropertyaccountants.co.uk,0,0,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
sdlt calculator uk,0,,,17,75.8,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on btl calculator,0,,,16,84.9,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
lbttproperty calculator,0,,,0,0,5,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
can you provide a stamp duty calculator?,0,,,2,6,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
rlbtt calculator,0,,,0,0,2,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
what should i know before using a stamp duty calculator?,0,,,2,6,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty annex relief calculator,0,,,1,40,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
scotland stamp duty calculator,0,,,1,4,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
btl stamp duty calculator 2022,0,,,1,86,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty calculator scotland,0,,,1,4,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
lease extension stamp duty calculator 2017,0,,,1,28,0,0,assigned,calculate stamp duty,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty for first time buyer,0,,,58,92.1,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty first time buyer relief,0,,,45,77.7,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
uk stamp duty first time buyer,0,,,42,83.2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty uk first time buyer,0,,,37,88.5,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
revenue scotland lbtt residential property rates first time buyer relief 2026,0,,,33,5.8,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty first time buyer,0,,,28,81.4,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty does a first time buyer pay,0,,,27,86.3,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
what is the stamp duty for first time buyers,0,,,27,96.6,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much is stamp duty first time buyer,0,,,26,60.7,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
first buyer stamp duty,0,,,26,76.2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much is stamp duty for first time buyers,0,,,26,81.0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty for first time buyer,0,,,23,83.2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much is stamp duty for first time buyer,0,,,21,72.0,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much is stamp duty for first time buyers 2018,0,,,20,81.5,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much is stamp duty for 1st time buyers,0,,,20,79.5,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty do first time buyers pay,0,,,20,91.7,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty for first time buyers,0,,,19,84.7,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty rates first time buyer,0,,,18,77.8,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
lbtt first time buyer relief scotland 2026,0,,,17,9,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
how much stamp duty for first home buyer,0,,,17,84.6,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
first time buyer uk stamp duty,0,,,16,89.8,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
first time stamp duty,0,,,16,93.2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty rates first time buyers,0,,,14,76.7,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty first time buyer 2022,0,,,12,84.9,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
revenue scotland lbtt residential rates first time buyer relief 2026,0,,,12,6.2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
revenue scotland lbtt first time buyer relief 2026,0,,,11,7.3,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
scotland lbtt first time buyer rates 2026,0,,,10,8.5,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
revenue scotland lbtt first-time buyer rates 2026,0,,,10,8.9,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty threshold first time buyer,0,,,10,96.1,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
what is the maximum first-time buyer stamp duty exemption amount,0,,,8,3.4,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
first time buyers stamp duty 2022,0,,,8,86.9,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
revenue scotland lbtt first time buyer relief threshold 2026,0,,,8,6,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
wales land transaction tax first time buyer relief 2026,0,,,8,4.8,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty on first time buyers,0,,,8,93.2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
stamp duty scotland first time buyer,0,,,7,38.3,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
scotland lbtt first time buyer relief threshold 2026,0,,,6,9.2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
are first-time buyers exempt from stamp duty?,0,,,6,3,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
scotland stamp duty first time buyer,0,,,5,24.4,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
first time buyer scotland stamp duty,0,,,5,40,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
revenue scotland lbtt residential property rates first time buyer relief 2026 scotland,0,,,5,7.2,0,0,assigned,stamp duty first time buyer,/calculators/first-time-buyer-stamp-duty-calculator
